Asset,Timeframe,Strategy_ID,Strategy_Name,Strategies,Trades,Win_Rate,ROI,SL,TP
SOLUSDT,1h,132,RSI_BB_Combo,"RSI_Oversold, BB_Lower, MACD_Cross",44,13.64,-23.28,0.008,0.06
SOLUSDT,1h,58,RSI_Bullish_Divergence,"RSI_Oversold, MACD_Cross, BB_Lower",44,13.64,-23.28,0.008,0.06
SOLUSDT,1h,102,RSI_Divergence_Pro,"RSI_Oversold, MACD_Cross, BB_Lower",44,13.64,-23.28,0.008,0.06
XRPUSDT,4h,207,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",15,13.33,-23.28,0.015,0.09
XRPUSDT,4h,178,BB_EMA_VWAP,"BB_Lower, EMA_Cross, VWAP, Trend_MA50",43,13.95,-23.32,0.012,0.08
BTCUSDT,15m,117,BB_Stochastic_Pro,"BB_Lower, Stochastic, MACD_Cross",111,13.51,-23.34,0.008,0.06
BTCUSDT,1h,94,Breakout_Alert,"Breakout_20, Supertrend, Volume_Spike",78,16.67,-23.39,0.018,0.1
BTCUSDT,1h,33,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",78,16.67,-23.39,0.018,0.1
XRPUSDT,4h,31,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",93,19.35,-23.4,0.008,0.06
BNBUSDT,15m,69,Stochastic_KD_Cross,"Stochastic, EMA_Cross, RSI_Oversold",156,15.38,-23.44,0.008,0.06
BTCUSDT,1h,57,Volume_Spike_Trend,"Volume_Spike, EMA_Cross, ADX_Trend",105,17.14,-23.45,0.015,0.09
BTCUSDT,1h,109,Volume_EMA_Trade,"Volume_Spike, EMA_Cross, ADX_Trend",105,17.14,-23.45,0.015,0.09
BTCUSDT,1h,141,EMA_ADX_Pro,"EMA_Cross, ADX_Trend, Volume_Spike",105,17.14,-23.45,0.015,0.09
BTCUSDT,1h,83,ADX_Strength_Pro,"ADX_Trend, EMA_Cross, Volume_Spike",105,17.14,-23.45,0.015,0.09
SOLUSDT,4h,8,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",74,18.92,-23.46,0.012,0.08
SOLUSDT,4h,70,EMA_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike",74,18.92,-23.46,0.012,0.08
BTCUSDT,15m,51,Trend_Pullback_Entry,"EMA_Cross, BB_Lower, Trend_MA50",105,13.33,-23.54,0.008,0.06
ETHUSDT,4h,77,MACD_Confirmation,"MACD_Cross, Supertrend, ADX_Trend",193,21.24,-23.56,0.012,0.08
ETHUSDT,4h,40,Supertrend_Cluster_Pro,"Supertrend, EMA_Cross, Volume_Spike",193,21.24,-23.56,0.012,0.08
ETHUSDT,4h,61,EMA_Cross_Trend,"EMA_Cross, ADX_Trend, Supertrend",193,21.24,-23.56,0.012,0.08
ETHUSDT,4h,143,MACD_BB_Strategy,"MACD_Cross, BB_Lower, Supertrend",193,21.24,-23.56,0.012,0.08
ETHUSDT,4h,187,ADX_EMA_BB,"ADX_Trend, EMA_Cross, BB_Lower, Stochastic",147,20.41,-23.56,0.012,0.08
ETHUSDT,4h,114,Supertrend_ADX,"Supertrend, ADX_Trend, Trend_MA50",193,21.24,-23.56,0.012,0.08
ETHUSDT,4h,139,Stochastic_MACD,"Stochastic, MACD_Cross, Supertrend",193,21.24,-23.56,0.012,0.08
ETHUSDT,4h,26,ADX_Strength_Entry,"ADX_Trend, EMA_Cross, Supertrend",193,21.24,-23.56,0.012,0.08
BTCUSDT,15m,99,Stochastic_Pro,"Stochastic, MACD_Cross, EMA_Cross",87,13.79,-23.61,0.01,0.07
XRPUSDT,4h,172,RSI_BB_VWAP,"RSI_Oversold, BB_Lower, VWAP, Supertrend",57,19.3,-23.63,0.01,0.07
BNBUSDT,1h,68,Bollinger_Break_Upper,"BB_Upper, Volume_Spike, Breakout_20",102,16.67,-23.69,0.015,0.09
BTCUSDT,1h,155,Supertrend_ADX_Pro,"Supertrend, ADX_Trend, EMA_Cross, Volume_Spike",105,17.14,-23.74,0.015,0.09
ETHUSDT,1h,93,MACD_Cross_Pro,"MACD_Cross, EMA_Cross, Volume_Spike",275,18.18,-23.81,0.01,0.07
BTCUSDT,1h,87,Breakout_Retest_Pro,"Breakout_20, RSI_Oversold, MACD_Cross",126,15.87,-23.87,0.01,0.07
SOLUSDT,1h,142,RSI_VWAP_Trade,"RSI_Oversold, VWAP, BB_Lower",59,15.25,-23.89,0.008,0.06
SOLUSDT,1h,82,BB_Squeeze_Pro,"BB_Lower, RSI_Oversold, VWAP",59,15.25,-23.89,0.008,0.06
BTCUSDT,15m,228,Day_Trade,"MACD_Cross, Volume_Spike, VWAP",115,15.65,-23.89,0.008,0.05
SOLUSDT,1h,19,Support_Bounce,"BB_Lower, VWAP, RSI_Oversold",59,15.25,-23.89,0.008,0.06
SOLUSDT,1h,64,VWAP_Support_Level,"VWAP, BB_Lower, RSI_Oversold",59,15.25,-23.89,0.008,0.06
SOLUSDT,1h,92,RSI_Bounce,"RSI_Oversold, BB_Lower, VWAP",59,15.25,-23.89,0.008,0.06
SOLUSDT,1h,11,VWAP_Reversal,"VWAP, RSI_Oversold, BB_Lower",59,15.25,-23.89,0.008,0.06
SOLUSDT,4h,154,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",9,0,-23.95,0.018,0.1
SOLUSDT,4h,203,MACD_VWAP_Breakout,"MACD_Cross, VWAP, Breakout_20, Volume_Spike",9,0,-23.95,0.018,0.1
ETHUSDT,4h,98,BB_Recovery,"BB_Lower, RSI_Oversold, Stochastic",114,21.05,-24.06,0.008,0.06
BTCUSDT,4h,176,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",43,16.28,-24.19,0.015,0.09
ETHUSDT,1h,58,RSI_Bullish_Divergence,"RSI_Oversold, MACD_Cross, BB_Lower",296,18.92,-24.21,0.008,0.06
ETHUSDT,1h,102,RSI_Divergence_Pro,"RSI_Oversold, MACD_Cross, BB_Lower",296,18.92,-24.21,0.008,0.06
BTCUSDT,4h,208,BB_Stochastic_MACD_ADX,"BB_Lower, Stochastic, MACD_Cross, ADX_Trend, Supertrend",59,18.64,-24.21,0.015,0.09
ETHUSDT,1h,132,RSI_BB_Combo,"RSI_Oversold, BB_Lower, MACD_Cross",296,18.92,-24.21,0.008,0.06
BTCUSDT,4h,15,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",31,12.9,-24.29,0.02,0.12
XRPUSDT,4h,162,RSI_Stochastic_Pro,"RSI_Oversold, Stochastic, BB_Lower, MACD_Cross",26,19.23,-24.33,0.008,0.06
XRPUSDT,4h,62,RSI_Extreme_Reversal,"RSI_Oversold, Stochastic, BB_Lower, VWAP",28,14.29,-24.35,0.005,0.05
BTCUSDT,4h,59,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",32,15.62,-24.36,0.018,0.1
BTCUSDT,4h,174,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",27,14.81,-24.41,0.02,0.12
BTCUSDT,15m,219,Volume_Stochastic_MACD_ADX,"Volume_Spike, Stochastic, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",35,14.29,-24.42,0.02,0.12
BTCUSDT,1h,105,Supertrend_Alpha,"Supertrend, EMA_Cross, ADX_Trend",105,17.14,-24.43,0.015,0.09
BTCUSDT,1h,125,Supertrend_Volume,"Supertrend, Volume_Spike, EMA_Cross",105,17.14,-24.43,0.015,0.09
BTCUSDT,1h,117,BB_Stochastic_Pro,"BB_Lower, Stochastic, MACD_Cross",175,16,-24.44,0.008,0.06
BTCUSDT,15m,3,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",70,12.86,-24.49,0.012,0.08
BTCUSDT,1h,202,RSI_BB_MACD_Stochastic,"RSI_Oversold, BB_Lower, MACD_Cross, Stochastic",97,14.43,-24.55,0.01,0.07
BTCUSDT,4h,12,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",44,15.91,-24.59,0.015,0.09
BTCUSDT,4h,91,Trend_Follower_Pro,"EMA_Cross, Trend_MA50, ADX_Trend",44,15.91,-24.59,0.015,0.09
BTCUSDT,1h,145,Supertrend_Cluster,"Supertrend, EMA_Cross, VWAP, ADX_Trend",104,17.31,-24.6,0.015,0.09
BTCUSDT,1h,115,VWAP_EMA_Strength,"VWAP, EMA_Cross, ADX_Trend",104,17.31,-24.6,0.015,0.09
SOLUSDT,1h,202,RSI_BB_MACD_Stochastic,"RSI_Oversold, BB_Lower, MACD_Cross, Stochastic",25,8,-24.63,0.01,0.07
BTCUSDT,4h,180,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",37,16.22,-24.63,0.018,0.1
BTCUSDT,4h,193,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",37,16.22,-24.63,0.018,0.1
BTCUSDT,1h,66,Volume_Surge_Breakout,"Volume_Spike, Breakout_20, Supertrend",105,17.14,-24.71,0.015,0.09
BTCUSDT,1h,50,BB_Squeeze_Exit,"BB_Lower, Volume_Spike, Supertrend",105,17.14,-24.71,0.015,0.09
BTCUSDT,1h,18,Channel_Breakout,"Breakout_20, Volume_Spike, Supertrend",105,17.14,-24.71,0.015,0.09
BTCUSDT,1h,147,ADX_Stochastic_Trade,"ADX_Trend, Stochastic, Trend_MA50",132,15.91,-24.72,0.012,0.08
BTCUSDT,1h,85,Stochastic_Trend,"Stochastic, Trend_MA50, ADX_Trend",132,15.91,-24.72,0.012,0.08
BTCUSDT,15m,130,Trend_Stochastic,"Trend_MA50, Stochastic, EMA_Cross",75,13.33,-24.8,0.012,0.08
BNBUSDT,15m,220,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",29,17.24,-24.81,0.025,0.15
BTCUSDT,15m,76,EMA_Divergence,"EMA_Cross, RSI_Oversold, BB_Lower",114,13.16,-24.85,0.008,0.06
BTCUSDT,15m,27,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",114,13.16,-24.85,0.008,0.06
BTCUSDT,1h,29,Supertrend_Reversal,"Supertrend, RSI_Oversold, Stochastic",204,16.18,-24.86,0.008,0.06
BTCUSDT,1h,218,BB_Stochastic_ADX_Trend,"BB_Lower, Stochastic, ADX_Trend, Trend_MA50, EMA_Cross",86,15.12,-24.88,0.015,0.09
BTCUSDT,4h,110,Trend_Break_Pro,"Trend_MA50, Breakout_20, Supertrend",67,17.91,-24.89,0.018,0.1
BTCUSDT,4h,119,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",67,17.91,-24.89,0.018,0.1
XRPUSDT,4h,71,Trend_Channel_Bounce,"BB_Lower, Trend_MA50, VWAP",80,17.5,-24.99,0.01,0.07
BTCUSDT,15m,25,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",83,13.25,-25.04,0.01,0.07
ETHUSDT,4h,222,Moderate_Strategy,"EMA_Cross, MACD_Cross, Supertrend, ADX_Trend",195,22.56,-25.05,0.012,0.07
BTCUSDT,1h,43,Channel_Trend_Follow,"Breakout_20, EMA_Cross, ADX_Trend",105,17.14,-25.06,0.015,0.09
BTCUSDT,1h,97,ADX_Breakout,"ADX_Trend, Breakout_20, EMA_Cross",105,17.14,-25.06,0.015,0.09
BTCUSDT,15m,87,Breakout_Retest_Pro,"Breakout_20, RSI_Oversold, MACD_Cross",93,13.98,-25.14,0.01,0.07
BTCUSDT,15m,127,ADX_BB_Combo,"ADX_Trend, BB_Lower, RSI_Oversold",95,13.68,-25.18,0.01,0.07
BTCUSDT,15m,28,Breakout_Pullback,"Breakout_20, RSI_Oversold, BB_Lower",91,13.19,-25.18,0.01,0.07
BTCUSDT,15m,39,ADX_Volatility_Trade,"ADX_Trend, BB_Lower, RSI_Oversold",95,13.68,-25.18,0.01,0.07
BTCUSDT,15m,35,RSI_Momentum_Burst,"RSI_Oversold, MACD_Cross, Volume_Spike",71,12.68,-25.25,0.012,0.08
BTCUSDT,15m,1,EMA_RSI_Momentum,"EMA_Cross, RSI_Oversold, Trend_MA50",111,13.51,-25.27,0.008,0.06
BTCUSDT,1h,156,VWAP_Trend_Strength,"VWAP, Trend_MA50, ADX_Trend",105,17.14,-25.27,0.015,0.09
BTCUSDT,1h,227,Swing_Trade,"EMA_Cross, Trend_MA50, ADX_Trend, Supertrend",114,18.42,-25.32,0.015,0.08
XRPUSDT,4h,166,VWAP_ADX_Strength,"VWAP, ADX_Trend, EMA_Cross, MACD_Cross",42,14.29,-25.34,0.015,0.09
XRPUSDT,4h,7,Mean_Reversion_Pro,"BB_Lower, RSI_Oversold, Stochastic, VWAP",27,18.52,-25.42,0.008,0.06
XRPUSDT,4h,152,RSI_Confirmation,"RSI_Oversold, Stochastic, BB_Lower, VWAP",27,18.52,-25.42,0.008,0.06
XRPUSDT,4h,37,Oversold_Recovery,"RSI_Oversold, Stochastic, BB_Lower, VWAP",27,18.52,-25.42,0.008,0.06
XRPUSDT,4h,55,Double_Bottom_Formation,"BB_Lower, RSI_Oversold, Stochastic, VWAP",27,18.52,-25.42,0.008,0.06
XRPUSDT,4h,96,VWAP_Momentum,"VWAP, EMA_Cross, MACD_Cross",51,13.73,-25.42,0.012,0.08
XRPUSDT,4h,148,BB_Stochastic_Trade,"BB_Lower, Stochastic, RSI_Oversold, VWAP",27,18.52,-25.42,0.008,0.06
BTCUSDT,15m,225,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",29,13.79,-25.45,0.025,0.15
BTCUSDT,1h,140,Trend_BB_Trade,"Trend_MA50, BB_Lower, ADX_Trend",106,16.98,-25.46,0.015,0.09
BTCUSDT,1h,126,VWAP_ADX_Trade,"VWAP, ADX_Trend, MACD_Cross",105,17.14,-25.49,0.015,0.09
BTCUSDT,1h,24,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",193,16.06,-25.54,0.008,0.06
BTCUSDT,15m,224,Low_Risk_Trade,"RSI_Oversold, BB_Lower, VWAP",170,13.53,-25.54,0.005,0.04
SOLUSDT,4h,197,ADX_BB_MACD,"ADX_Trend, BB_Lower, MACD_Cross, Stochastic",49,20.41,-25.55,0.012,0.08
ETHUSDT,15m,98,BB_Recovery,"BB_Lower, RSI_Oversold, Stochastic",183,13.11,-25.58,0.008,0.06
XRPUSDT,4h,46,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",47,12.77,-25.59,0.012,0.08
SOLUSDT,4h,194,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",26,15.38,-25.6,0.02,0.12
BTCUSDT,15m,193,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",36,13.89,-25.6,0.018,0.1
BTCUSDT,15m,180,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",36,13.89,-25.6,0.018,0.1
XRPUSDT,4h,195,Supertrend_Volume_ADX,"Supertrend, Volume_Spike, ADX_Trend, EMA_Cross, MACD_Cross",50,18,-25.62,0.018,0.1
XRPUSDT,4h,59,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",25,12,-25.67,0.018,0.1
BTCUSDT,15m,226,Quick_Profit,"RSI_Oversold, Stochastic, BB_Lower",189,15.34,-25.67,0.005,0.035
BTCUSDT,1h,32,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",86,16.28,-25.69,0.015,0.09
BTCUSDT,15m,16,RSI_Extreme_Play,"RSI_Oversold, Stochastic, Trend_MA50",168,12.5,-25.7,0.005,0.05
BTCUSDT,1h,170,Trend_Strength_Entry,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend",106,16.98,-25.73,0.015,0.09
XRPUSDT,4h,32,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",56,19.64,-25.77,0.015,0.09
SOLUSDT,1h,21,Bollinger_Squeeze_Entry,"BB_Lower, MACD_Cross, Stochastic",47,14.89,-25.79,0.01,0.07
SOLUSDT,1h,158,BB_MACD_Trade,"BB_Lower, MACD_Cross, Stochastic",47,14.89,-25.79,0.01,0.07
BTCUSDT,15m,132,RSI_BB_Combo,"RSI_Oversold, BB_Lower, MACD_Cross",115,13.04,-25.81,0.008,0.06
BTCUSDT,15m,102,RSI_Divergence_Pro,"RSI_Oversold, MACD_Cross, BB_Lower",115,13.04,-25.81,0.008,0.06
BTCUSDT,15m,58,RSI_Bullish_Divergence,"RSI_Oversold, MACD_Cross, BB_Lower",115,13.04,-25.81,0.008,0.06
XRPUSDT,4h,86,EMA_Convergence_Pro,"EMA_Cross, Trend_MA50, VWAP, MACD_Cross",45,13.33,-25.82,0.012,0.08
BTCUSDT,15m,8,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",65,12.31,-25.89,0.012,0.08
BTCUSDT,15m,47,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",81,13.58,-25.89,0.01,0.07
BTCUSDT,15m,70,EMA_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike",65,12.31,-25.89,0.012,0.08
BTCUSDT,15m,159,Stochastic_Trend_ADX,"Stochastic, Trend_MA50, ADX_Trend, EMA_Cross",75,13.33,-26.06,0.012,0.08
XRPUSDT,4h,16,RSI_Extreme_Play,"RSI_Oversold, Stochastic, Trend_MA50",120,18.33,-26.08,0.005,0.05
BTCUSDT,1h,17,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",197,15.74,-26.11,0.008,0.06
ETHUSDT,15m,30,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",154,14.29,-26.2,0.01,0.07
ETHUSDT,4h,202,RSI_BB_MACD_Stochastic,"RSI_Oversold, BB_Lower, MACD_Cross, Stochastic",45,17.78,-26.2,0.01,0.07
BTCUSDT,15m,136,VWAP_Stochastic,"VWAP, Stochastic, EMA_Cross",90,13.33,-26.35,0.01,0.07
BTCUSDT,1h,191,EMA_BB_ADX,"EMA_Cross, BB_Lower, ADX_Trend, Supertrend",106,16.98,-26.35,0.015,0.09
BTCUSDT,15m,68,Bollinger_Break_Upper,"BB_Upper, Volume_Spike, Breakout_20",49,12.24,-26.37,0.015,0.09
BTCUSDT,1h,122,RSI_Trend_Trade,"RSI_Oversold, Trend_MA50, ADX_Trend",132,15.91,-26.39,0.012,0.08
BTCUSDT,15m,199,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",41,12.2,-26.4,0.015,0.09
BTCUSDT,1h,42,Dual_Stochastic,"Stochastic, RSI_Oversold, MACD_Cross",180,16.11,-26.48,0.008,0.06
BTCUSDT,1h,128,BB_VWAP_Strategy,"BB_Lower, VWAP, EMA_Cross",161,15.53,-26.51,0.01,0.07
BTCUSDT,1h,23,Multi_Timeframe_Entry,"EMA_Cross, MACD_Cross, Supertrend, ADX_Trend",106,16.98,-26.51,0.015,0.09
BTCUSDT,1h,137,ADX_EMA_Trade,"ADX_Trend, EMA_Cross, MACD_Cross",106,16.98,-26.51,0.015,0.09
BTCUSDT,1h,138,BB_EMA_Pro,"BB_Lower, EMA_Cross, VWAP",161,15.53,-26.51,0.01,0.07
BTCUSDT,1h,116,ADX_Volume_Trade,"ADX_Trend, Volume_Spike, MACD_Cross",96,16.67,-26.52,0.015,0.09
BTCUSDT,1h,133,MACD_Volume,"MACD_Cross, Volume_Spike, ADX_Trend",96,16.67,-26.52,0.015,0.09
BTCUSDT,1h,130,Trend_Stochastic,"Trend_MA50, Stochastic, EMA_Cross",109,15.6,-26.55,0.012,0.08
XRPUSDT,4h,36,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",44,13.64,-26.57,0.015,0.09
XRPUSDT,4h,5,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",44,13.64,-26.57,0.015,0.09
XRPUSDT,4h,150,Multi_Trend_Entry,"Trend_MA50, EMA_Cross, MACD_Cross, ADX_Trend",44,13.64,-26.57,0.015,0.09
XRPUSDT,4h,185,Supertrend_Multi_Pro,"Supertrend, EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",44,13.64,-26.57,0.015,0.09
BNBUSDT,15m,204,Breakout_Stochastic_ADX,"Breakout_20, Stochastic, ADX_Trend, Supertrend, EMA_Cross",42,19.05,-26.72,0.02,0.12
BTCUSDT,15m,158,BB_MACD_Trade,"BB_Lower, MACD_Cross, Stochastic",91,13.19,-26.8,0.01,0.07
BTCUSDT,15m,21,Bollinger_Squeeze_Entry,"BB_Lower, MACD_Cross, Stochastic",91,13.19,-26.8,0.01,0.07
BTCUSDT,15m,88,Volume_Spike_Pro,"Volume_Spike, EMA_Cross, Stochastic",92,13.04,-26.87,0.01,0.07
BTCUSDT,1h,67,ADX_Trend_Strength,"ADX_Trend, EMA_Cross, MACD_Cross",133,15.79,-26.88,0.012,0.08
BTCUSDT,4h,27,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",146,16.44,-27,0.008,0.06
BTCUSDT,4h,76,EMA_Divergence,"EMA_Cross, RSI_Oversold, BB_Lower",146,16.44,-27,0.008,0.06
BNBUSDT,1h,39,ADX_Volatility_Trade,"ADX_Trend, BB_Lower, RSI_Oversold",205,17.56,-27.06,0.01,0.07
BNBUSDT,1h,127,ADX_BB_Combo,"ADX_Trend, BB_Lower, RSI_Oversold",205,17.56,-27.06,0.01,0.07
BNBUSDT,1h,176,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",96,16.67,-27.08,0.015,0.09
BNBUSDT,1h,19,Support_Bounce,"BB_Lower, VWAP, RSI_Oversold",251,17.53,-27.1,0.008,0.06
BNBUSDT,4h,224,Low_Risk_Trade,"RSI_Oversold, BB_Lower, VWAP",242,21.9,-27.1,0.005,0.04
BNBUSDT,1h,11,VWAP_Reversal,"VWAP, RSI_Oversold, BB_Lower",251,17.53,-27.1,0.008,0.06
BNBUSDT,1h,142,RSI_VWAP_Trade,"RSI_Oversold, VWAP, BB_Lower",251,17.53,-27.1,0.008,0.06
BNBUSDT,1h,92,RSI_Bounce,"RSI_Oversold, BB_Lower, VWAP",251,17.53,-27.1,0.008,0.06
BNBUSDT,1h,82,BB_Squeeze_Pro,"BB_Lower, RSI_Oversold, VWAP",251,17.53,-27.1,0.008,0.06
BNBUSDT,1h,64,VWAP_Support_Level,"VWAP, BB_Lower, RSI_Oversold",251,17.53,-27.1,0.008,0.06
ETHUSDT,4h,29,Supertrend_Reversal,"Supertrend, RSI_Oversold, Stochastic",266,21.05,-27.16,0.008,0.06
BTCUSDT,1h,163,MACD_Supertrend_ADX,"MACD_Cross, Supertrend, ADX_Trend, Trend_MA50",107,16.82,-27.17,0.015,0.09
BTCUSDT,1h,89,MACD_ADX_Combo,"MACD_Cross, ADX_Trend, Supertrend, Trend_MA50",107,16.82,-27.17,0.015,0.09
BTCUSDT,1h,153,MACD_Trend_Follow,"MACD_Cross, ADX_Trend, Trend_MA50",107,16.82,-27.17,0.015,0.09
SOLUSDT,4h,151,EMA_Pro_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend",77,20.78,-27.19,0.012,0.08
SOLUSDT,4h,73,Multi_Signal_Entry,"EMA_Cross, RSI_Oversold, MACD_Cross, Supertrend",77,20.78,-27.19,0.012,0.08
BTCUSDT,1h,134,Breakout_ADX,"Breakout_20, ADX_Trend, Supertrend",62,14.52,-27.21,0.02,0.12
SOLUSDT,4h,218,BB_Stochastic_ADX_Trend,"BB_Lower, Stochastic, ADX_Trend, Trend_MA50, EMA_Cross",37,16.22,-27.22,0.015,0.09
BTCUSDT,1h,176,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",67,14.93,-27.32,0.015,0.09
BTCUSDT,1h,172,RSI_BB_VWAP,"RSI_Oversold, BB_Lower, VWAP, Supertrend",169,15.98,-27.39,0.01,0.07
SOLUSDT,4h,30,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",49,14.29,-27.49,0.01,0.07
BTCUSDT,1h,179,Stochastic_Pro_Trade,"Stochastic, EMA_Cross, MACD_Cross, Supertrend, ADX_Trend",86,16.28,-27.72,0.015,0.09
BTCUSDT,1h,171,EMA_MACD_Stochastic,"EMA_Cross, MACD_Cross, Stochastic, ADX_Trend",86,16.28,-27.82,0.015,0.09
XRPUSDT,4h,189,Volume_MACD_ADX,"Volume_Spike, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",50,18,-27.84,0.018,0.1
BTCUSDT,1h,213,MACD_BB_Stochastic_ADX,"MACD_Cross, BB_Lower, Stochastic, ADX_Trend, Trend_MA50",68,14.71,-27.88,0.015,0.09
ETHUSDT,15m,16,RSI_Extreme_Play,"RSI_Oversold, Stochastic, Trend_MA50",305,12.13,-27.9,0.005,0.05
ETHUSDT,4h,178,BB_EMA_VWAP,"BB_Lower, EMA_Cross, VWAP, Trend_MA50",138,20.29,-27.91,0.012,0.08
BNBUSDT,15m,212,RSI_Stochastic_VWAP_ADX,"RSI_Oversold, Stochastic, VWAP, ADX_Trend, MACD_Cross",59,16.95,-27.94,0.015,0.09
BTCUSDT,15m,79,RSI_Recovery,"RSI_Oversold, Stochastic, Trend_MA50",114,13.16,-27.98,0.008,0.06
ETHUSDT,4h,46,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",154,20.78,-28.07,0.012,0.08
BTCUSDT,4h,219,Volume_Stochastic_MACD_ADX,"Volume_Spike, Stochastic, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",29,13.79,-28.1,0.02,0.12
BTCUSDT,1h,107,ADX_Momentum,"ADX_Trend, EMA_Cross, RSI_Oversold",133,15.79,-28.11,0.012,0.08
BTCUSDT,1h,52,MACD_Histogram_Trade,"MACD_Cross, RSI_Oversold, VWAP",152,15.79,-28.14,0.01,0.07
XRPUSDT,4h,63,MACD_Signal_Line,"MACD_Cross, EMA_Cross, Trend_MA50",63,15.87,-28.27,0.01,0.07
XRPUSDT,4h,56,Triple_EMA_Cross,"EMA_Cross, MACD_Cross, Trend_MA50",63,15.87,-28.27,0.01,0.07
ETHUSDT,15m,42,Dual_Stochastic,"Stochastic, RSI_Oversold, MACD_Cross",201,13.43,-28.33,0.008,0.06
BTCUSDT,1h,114,Supertrend_ADX,"Supertrend, ADX_Trend, Trend_MA50",136,15.44,-28.44,0.012,0.08
BTCUSDT,1h,139,Stochastic_MACD,"Stochastic, MACD_Cross, Supertrend",136,15.44,-28.44,0.012,0.08
BTCUSDT,1h,123,MACD_Supertrend,"MACD_Cross, Supertrend, VWAP",136,15.44,-28.44,0.012,0.08
BTCUSDT,1h,143,MACD_BB_Strategy,"MACD_Cross, BB_Lower, Supertrend",136,15.44,-28.44,0.012,0.08
BTCUSDT,1h,77,MACD_Confirmation,"MACD_Cross, Supertrend, ADX_Trend",136,15.44,-28.44,0.012,0.08
BTCUSDT,1h,54,Supertrend_VWAP_Combo,"Supertrend, VWAP, EMA_Cross",136,15.44,-28.44,0.012,0.08
BTCUSDT,1h,129,Stochastic_ADX,"Stochastic, ADX_Trend, Supertrend",136,15.44,-28.5,0.012,0.08
SOLUSDT,4h,174,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",20,10,-28.52,0.02,0.12
